R4A_Id	CompoundID	PLD_Effect(%)_A549-ACE2	Label_A549-ACE2	HIT_Phospholipidosis  Y/N	CompoundID_dupl	NAME	PLD_Effect(%)_VERO-E6	Label_VERO-E6
R4A_0000264_001					SPE_K97452254	AMG 925	-2.27	inactive
R4A_0003191_001	SPE_K60020910	-0.043254024	inactive	N	SPE_K60020910	ML-277	2.21	inactive
R4A_0004909_001	SPE_K33067152	0.042538347	inactive	N	SPE_K33067152	INT-767	-1.93	inactive
R4A_0003287_001	SPE_K71315565	0.041959003	inactive	N	SPE_K71315565	MJ-15	-1.97	inactive
R4A_0004409_001	SPE_K59013864	-0.117890528	inactive	N	SPE_K59013864	AM-24	-4.04	inactive
R4A_0000477_001	SPE_K37952347	-0.096375413	inactive	N	SPE_K37952347	"L-732,138"	-3.02	inactive
R4A_0000672_001	SPE_K24452555	-0.057321499	inactive	N	SPE_K24452555	methylprednisolone-aceponate	-5.06	inactive
R4A_0002032_001	SPE_K63835048	-0.040556717	inactive	N	SPE_K63835048	Cefathiamidine	0.2	inactive
R4A_0003465_001	SPE_K53234107	-0.041822911	inactive	N	SPE_K53234107	IWP L6	3.58	inactive
R4A_0002411_001	SPE_K94832621	0.522181811	active	Y	SPE_K94832621	Y-134	-7.16	inactive
R4A_0001721_001					SPE_A40413915	NTNCB	47.19	inactive
R4A_0003558_001	SPE_K91135178	0.035697601	inactive	N	SPE_K91135178	MRS 2578	-6.72	inactive
R4A_0001247_001	SPE_A06352418	-0.002572451	inactive	N	SPE_A06352418	TERFENADINE	-4.73	inactive
R4A_0001353_001	SPE_K27885593	0.108251433	inactive	N	SPE_K27885593	Corosolic acid	-2.32	inactive
R4A_0000875_001	SPE_K70601687	0.152619237	inactive	N	SPE_K70601687	Enasidenib	-2.26	inactive
R4A_0004640_001					SPE_K56614220	CLOFAZIMINE	7.06	inactive
R4A_0000569_001	SPE_K67680372	0.07567279	inactive	N	SPE_K67680372	CI-966	-1.72	inactive
R4A_0003583_001					SPE_K97883416	Temsavir	-1	inactive
R4A_0001992_001					SPE_A40472231	Ertapenem sodium	-0.24	inactive
R4A_0003517_001	SPE_K27983781	-0.028595342	inactive	N	SPE_K27983781	MK-2894	0.39	inactive
R4A_0001659_001					SPE_A45044890	METHYLPREDNISOLONE SODIUM SUCCINATE	-6.49	inactive
R4A_0000582_001	SPE_K87512222	0.074084488	inactive	N	SPE_K87512222	Taltobulin (trifluoroacetate)	0.85	inactive
R4A_0003326_001	SPE_K59391348	-0.006393991	inactive	N	SPE_K59391348	lixivaptan	9.56	inactive
R4A_0000711_001	SPE_K98572433	-0.021035355	inactive	N	SPE_K98572433	AZD8931	27.22	inactive
R4A_0001080_001	SPE_A09487507	-0.057675122	inactive	N	SPE_A09487507	P7C3	-2.55	inactive
R4A_0000816_001	SPE_K24968862	0.048237662	inactive	N	SPE_K24968862	TR-14035	-1.59	inactive
R4A_0002467_001	SPE_K05531427	-0.026381572	inactive	N	SPE_K05531427	Briciclib	0.71	inactive
R4A_0003884_001	SPE_K68747584	0.190537191	inactive	N	SPE_K68747584	PF-03814735	2.85	inactive
R4A_0003986_001	SPE_K87956243	-0.104820637	inactive	N	SPE_K87956243	BMS-309403	-1.25	inactive
R4A_0003371_001	SPE_A78952587	-0.018295082	inactive	N	SPE_A78952587	A740003	-2	inactive
R4A_0004938_001	SPE_K07881437	0.015936337	inactive	N	SPE_K07881437	Danusertib (PHA-739358)	6.88	inactive
R4A_0003430_001	SPE_K50387473	-0.063013793	inactive	N	SPE_K50387473	XMD8-92	4.79	inactive
R4A_0000435_001					SPE_K96550715	LINAGLIPTIN	-1.31	inactive
R4A_0000389_001	SPE_K79759585	-0.065381027	inactive	N	SPE_K79759585	SILDENAFIL CITRATE	1.5	inactive
R4A_0003621_001	SPE_K34801930	-0.02086315	inactive	N	SPE_K34801930	SRT3190	-1.49	inactive
R4A_0003561_001	SPE_K77947974	0.081458502	inactive	N	SPE_K77947974	Fluspirilene	1.98	inactive
R4A_0005319_001	SPE_K04032780	0.017359332	inactive	N	SPE_K04032780	BMS-1	-1.58	inactive
R4A_0003300_001	SPE_K75528696	0.217230593	inactive	N	SPE_K75528696	PI4KIIIbeta-IN-10	9.51	inactive
R4A_0004361_001					SPE_K34321528	CGP-71683	41.12	inactive
R4A_0003107_001	SPE_K76197012	-0.04735746	inactive	N	SPE_K76197012	Ulipristal acetate	-0.56	inactive
R4A_0004178_001	SPE_K60230970	-0.004366473	inactive	N	SPE_K60230970	MG-132	5.65	inactive
R4A_0000155_001	SPE_K18424115	-0.129797213	inactive	N	SPE_K18424115	TG 100572 (Hydrochloride)	-2.38	inactive
R4A_0004240_001	SPE_K88677950	-0.125101926	inactive	N	SPE_K88677950	PD-198306	-3.74	inactive
R4A_0002291_001					SPE_A25988899	Tenofovir Alafenamide (GS-7340)	6.26	inactive
R4A_0004916_001	SPE_K89272869	0.004620556	inactive	N	SPE_K89272869	Nalfurafine (hydrochloride)	-1.52	inactive
R4A_0002730_001	SPE_K86932920	-0.055627547	inactive	N	SPE_K86932920	Bay 60-7550	0.34	inactive
R4A_0002523_001	SPE_K18530250	-0.115454295	inactive	N	SPE_K18530250	Mps-BAY-2a	-2.15	inactive
R4A_0004021_001					SPE_A80594172	BETAMETHASONE VALERATE	-2.17	inactive
R4A_0000961_001	SPE_K10784860	-0.135888705	inactive	N	SPE_K10784860	Temocapril HCl	-0.65	inactive
R4A_0000205_001	SPE_K08657056	-0.024174805	inactive	N	SPE_K08657056	WAY-207024	5.05	inactive
R4A_0002578_001					SPE_K91283740	UNC2025 (hydrochloride)	38.54	inactive
R4A_0003959_001	SPE_K15231341	-0.050005976	inactive	N	SPE_K15231341	(20S)-Protopanaxatriol	-1.48	inactive
R4A_0001372_001	SPE_K83963101	0.048015212	inactive	N	SPE_K83963101	MLN8054	-2.95	inactive
R4A_0002059_001	SPE_K95880107	-0.108605054	inactive	N	SPE_K95880107	PH-797804	-5.67	inactive
R4A_0002060_001	SPE_K73881242	-0.020635083	inactive	N	SPE_K73881242	Arbidol (hydrochloride)	13.1	inactive
R4A_0005448_001	SPE_K22421059	-0.04111398	inactive	N	SPE_K22421059	Ebrotidine	0.59	inactive
R4A_0001384_001	SPE_K91308639	-0.051201958	inactive	N	SPE_K91308639	ARN-509	0.9	inactive
R4A_0001962_001	SPE_K90382497	-0.071595088	inactive	N	SPE_K90382497	GW-843682X	-2.1	inactive
R4A_0003039_001	SPE_A74914197	-0.051862049	inactive	N	SPE_A74914197	Pralatrexate(Folotyn)	-4.66	inactive
R4A_0005031_001	SPE_K10859802	-0.053480489	inactive	N	SPE_K10859802	APD668	-2.41	inactive
R4A_0001280_001	SPE_K62196610	0.002381997	inactive	N	SPE_K62196610	AVN-944	-2.01	inactive
R4A_0002974_001	SPE_K82677201	-0.101103279	inactive	N	SPE_K82677201	Almitrine dimesilate	1.15	inactive
R4A_0004902_001	SPE_K82818427	0.114442475	inactive	N	SPE_K82818427	Batimastat (BB-94)	0.06	inactive
R4A_0004606_001					SPE_K10226125	AC1NDSS5	9.69	inactive
R4A_0000648_001					SPE_A41555725	CHLORTETRACYCLINE HYDROCHLORIDE	4.03	inactive
R4A_0001910_001	SPE_K50865540	-0.015139742	inactive	N	SPE_K50865540	PF-8380	4.78	inactive
R4A_0000605_001	SPE_M77041484	-0.042350354	inactive	N	SPE_M77041484	TBOA-(DL)	-1.22	inactive
R4A_0000263_001	SPE_K67173685	-0.007384599	inactive	N	SPE_K67173685	4E1RCat	0.54	inactive
R4A_0002541_001	SPE_K88854110	0.016444008	inactive	N	SPE_K88854110	Taprenepag	-0.8	inactive
R4A_0004492_001	SPE_K49702221	-0.038426833	inactive	N	SPE_K49702221	SNAP-94847	22.4	inactive
R4A_0004282_001	SPE_A60294240	-0.004018545	inactive	N	SPE_A60294240	tribenoside	-9.88	inactive
R4A_0001123_001	SPE_K05104363	-0.077451526	inactive	N	SPE_K05104363	CI-1040 (PD184352)	1.02	inactive
R4A_0000831_001					SPE_A87435144	AZD7545	2.45	inactive
R4A_0000905_001	SPE_K58810291	-0.025419679	inactive	N	SPE_K58810291	clobetasone-butyrate	-1.95	inactive
R4A_0003970_001					SPE_K81645297	NKP-1339	-2.33	inactive
R4A_0003930_001	SPE_K87665527	0.015931021	inactive	N	SPE_K87665527	A-784168	9.06	inactive
R4A_0004286_001	SPE_K20013301	-0.134733003	inactive	N	SPE_K20013301	LY411575	-2.55	inactive
R4A_0001107_001	SPE_K97233161	-0.021732195	inactive	N	SPE_K97233161	ABT-491	0.05	inactive
R4A_0005113_001	SPE_K19203487	-0.029406949	inactive	N	SPE_K19203487	Avosentan	-1.45	inactive
R4A_0004749_001	SPE_K86226872	-0.090659322	inactive	N	SPE_K86226872	APD597	-1.74	inactive
R4A_0001089_001	SPE_K38868394	0.069807431	inactive	N	SPE_K38868394	MK-0773	-2.39	inactive
R4A_0001092_001					SPE_K47000838	Cytochalasin B	28.28	inactive
R4A_0005057_001	SPE_K19669037	0.00115063	inactive	N	SPE_K19669037	GGTI298	2.98	inactive
R4A_0002282_001	SPE_A45107007	0.011834674	inactive	N	SPE_A45107007	salubrinal	-1.04	inactive
R4A_0003054_001	SPE_K28132190	-0.112104987	inactive	N	SPE_K28132190	NVS-PAK1-1	2.43	inactive
R4A_0004519_001	SPE_K35781423	0.049938355	inactive	N	SPE_K35781423	SANT-2	1.65	inactive
R4A_0005501_001	SPE_K34581968	-0.049897394	inactive	N	SPE_K34581968	BMS-536924	-0.86	inactive
R4A_0003256_001					SPE_A29125379	Uridine-5'-triphosphate?3Na	0.02	inactive
R4A_0005176_001	SPE_K83631119	0.04424409	inactive	N	SPE_K83631119	Paeoniflorin	-5.49	inactive
R4A_0003418_001					SPE_K24666289	Copanlisib	-1.26	inactive
R4A_0003926_001	SPE_K26026438	0.033691381	inactive	N	SPE_K26026438	Tucatinib	-7.95	inactive
R4A_0000412_001					SPE_K82941592	ROSUVASTATIN CALCIUM	-8.19	inactive
R4A_0005312_001	SPE_A26711594	0.09926824	inactive	N	SPE_A26711594	NICARDIPINE HYDROCHLORIDE	6.14	inactive
R4A_0003965_001	SPE_A88787317	-0.002672129	inactive	N	SPE_A88787317	KI-20227	5.17	inactive
R4A_0001505_001					SPE_A12077521	CEFEPIME HYDROCHLORIDE	-4.42	inactive
R4A_0002842_001					SPE_K28343777	20-Hydroxyecdysone	-4.97	inactive
R4A_0000808_001	SPE_K68358632	-0.023907771	inactive	N	SPE_K68358632	TCS-HDAC6-20b	6.93	inactive
R4A_0001937_001	SPE_K20239555	0.147258479	inactive	N	SPE_K20239555	A-887826	3.79	inactive
R4A_0003950_001	SPE_K23383398	0.056312109	inactive	N	SPE_K23383398	T-0901317	-1.73	inactive
R4A_0000919_001	SPE_A06629414	-0.046848589	inactive	N	SPE_A06629414	Silymarin (Silybin B)	-1.08	inactive
R4A_0002749_001	SPE_K97045029	-0.027681008	inactive	N	SPE_K97045029	Pranlukast	0.93	inactive
R4A_0000497_001	SPE_K04691817	0.099173118	inactive	N	SPE_K04691817	AGI-6780	12.86	inactive
R4A_0002138_001	SPE_A14941520	0.007904378	inactive	N	SPE_A14941520	Dofequidar (fumarate)	-1.9	inactive
R4A_0002710_001	SPE_K65576800	-0.014964656	inactive	N	SPE_K65576800	GW-803430	28.01	inactive
R4A_0003932_001	SPE_K80353138	-0.044969928	inactive	N	SPE_K80353138	SILIBININ	-5.32	inactive
R4A_0005168_001					SPE_K02703275	gedunin	4.73	inactive
R4A_0002070_001	SPE_K11267252	0.008940725	inactive	N	SPE_K11267252	CH5424802	2.32	inactive
R4A_0000198_001	SPE_A25687296	-0.132086177	inactive	N	SPE_A25687296	EMETINE DIHYDROCHLORIDE	7.6	inactive
R4A_0000990_001	SPE_K16730910	-0.089837035	inactive	N	SPE_K16730910	Regorafenib (BAY 73-4506)	-4.14	inactive
R4A_0004472_001	SPE_K13843533	0.069519976	inactive	N	SPE_K13843533	Amrubicin	-1.29	inactive
R4A_0003992_001	SPE_K73425385	-0.028332894	inactive	N	SPE_K73425385	BEKANAMYCIN SULFATE	-3.11	inactive
R4A_0000458_001	SPE_K14618467	-0.018822205	inactive	N	SPE_K14618467	IKK-16	-0.03	inactive
R4A_0002889_001	SPE_K85337334	0.032544604	inactive	N	SPE_K85337334	Otilonium Bromide	-2.34	inactive
R4A_0001254_001	SPE_K45385835	-0.045602707	inactive	N	SPE_K45385835	SX-011	-2.38	inactive
R4A_0003256_002	SPE_A89637065	-0.096316759	inactive	N	SPE_A89637065	Uridine triphosphate	-9.08	inactive
R4A_0003675_001	SPE_K61721596	-0.055375832	inactive	N	SPE_K61721596	JNJ-10397049	3.34	inactive
R4A_0005391_001	SPE_K67397687	0.01579358	inactive	N	SPE_K67397687	GPBAR-A	1.84	inactive
R4A_0005228_001	SPE_K76810206	0.096778041	inactive	N	SPE_K76810206	NICERGOLINE	-1.13	inactive
R4A_0003916_001					SPE_K08327065	KANAMYCIN A SULFATE	-2.05	inactive
R4A_0002765_001	SPE_K21070437	-0.010466162	inactive	N	SPE_K21070437	LY 3000328	-1.74	inactive
R4A_0002336_001	SPE_K44590731	-0.113651805	inactive	N	SPE_K44590731	TU-2100	0.16	inactive
R4A_0004995_001	SPE_A52922642	0.123420193	inactive	N	SPE_A52922642	(?)-Methoxyverapamil hydrochloride	6.5	inactive
R4A_0000170_001	SPE_K74363950	-0.050057599	inactive	N	SPE_K74363950	Aclidinium Bromide	-4.72	inactive
R4A_0000280_001					SPE_K65877271	Halobetasol Propionate	4.24	inactive
R4A_0004691_001					SPE_K05673000	DICLOXACILLIN SODIUM	-3.47	inactive
R4A_0004608_001	SPE_K19796430	0.139182342	inactive	N	SPE_K19796430	"LDE225 (NVP-LDE225, Erismodegib)"	-6.29	inactive
R4A_0001699_001	SPE_K81958169	0.057094966	inactive	N	SPE_K81958169	AZ5104	40.6	inactive
R4A_0002295_001	SPE_K26921335	0.100421785	inactive	N	SPE_K26921335	CP-640186 (hydrochloride)	4.89	inactive
R4A_0001798_001	SPE_K50891186	-0.040587647	inactive	N	SPE_K50891186	GR 103691	6.35	inactive
R4A_0004931_001	SPE_K77428767	0.061810739	inactive	N	SPE_K77428767	UNC0224	-1.66	inactive
R4A_0003094_001	SPE_K50168500	-0.1777584	inactive	N	SPE_K50168500	CI-1033 (Canertinib)	4.03	inactive
R4A_0002524_001	SPE_K42973005	-0.173552112	inactive	N	SPE_K42973005	CHIR-98014	-6.78	inactive
R4A_0000670_001	SPE_M36487418	0.288032734	inactive	N	SPE_M36487418	Vilanterol (trifenatate)	2.47	inactive
R4A_0000917_001	SPE_K60421517	0.007149022	inactive	N	SPE_K60421517	Olmutinib	37.84	inactive
R4A_0003902_001					SPE_A91728607	citicoline	10.24	inactive
R4A_0000277_001	SPE_K80639402	0.175677566	inactive	N	SPE_K80639402	SB-258585	16.42	inactive
R4A_0000218_001	SPE_A54228901	0.038548454	inactive	N	SPE_A54228901	SLV-319-(+/-)	-1.59	inactive
R4A_0000758_001					SPE_K53417444	OTSSP167 (hydrochloride)	-0.83	inactive
R4A_0005033_001	SPE_K66093087	-0.148247309	inactive	N	SPE_K66093087	FGIN-1-43	8.5	inactive
R4A_0002846_001	SPE_K57708067	-0.046112068	inactive	N	SPE_K57708067	TFC-007	-4.57	inactive
R4A_0004895_001	SPE_K56932272	-0.142809795	inactive	N	SPE_K56932272	BMS-566419	7.92	inactive
R4A_0005419_001	SPE_K88165431	-0.031748497	inactive	N	SPE_K88165431	GSK 3008348 (hydrochloride)	-0.91	inactive
R4A_0004939_001	SPE_K48963429	-0.053885491	inactive	N	SPE_K48963429	riodoxol	-3.72	inactive
R4A_0005318_001	SPE_K49328571	0.003770301	inactive	N	SPE_K49328571	Dasatinib	18	inactive
R4A_0003934_001	SPE_K13926615	0.01000948	inactive	N	SPE_K13926615	VARDENAFIL HYDROCHLORIDE	10.7	inactive
R4A_0005005_001	SPE_K83547600	0.025983192	inactive	N	SPE_K83547600	JNJ-47965567	6.86	inactive
R4A_0002020_001	SPE_K35079116	-0.075353594	inactive	N	SPE_K35079116	Asiatic acid	-2.77	inactive
R4A_0001374_001	SPE_A94323479	-0.019881583	inactive	N	SPE_A94323479	Ki16198	1.75	inactive
R4A_0004703_001	SPE_A46813902	0.26330026	inactive	N	SPE_A46813902	iododexetimide	30.21	inactive
R4A_0003297_001	SPE_K62965247	0.000418261	inactive	N	SPE_K62965247	Tipifarnib (Zarnestra)	21.98	inactive
R4A_0004821_001	SPE_K49246350	-0.009528012	inactive	N	SPE_K49246350	c-Kit-IN-1	-9.64	inactive
R4A_0003818_001					SPE_K17903788	CEFAMANDOLE NAFATE	-2.11	inactive
R4A_0004663_001	SPE_K50631926	0.055980639	inactive	N	SPE_K50631926	PIK-294	-0.88	inactive
R4A_0004434_001	SPE_K61691541	0.401392494	inactive	N	SPE_K61691541	Nirogacestat	2.75	inactive
R4A_0001216_001	SPE_K56343971	0.015538343	inactive	N	SPE_K56343971	Vemurafenib	-4.85	inactive
R4A_0003455_001	SPE_K60952143	0.534009714	active	Y	SPE_K60952143	SR-3306	5.71	inactive
R4A_0004685_001					SPE_K34776109	GLIMEPIRIDE	7.17	inactive
R4A_0000227_001	SPE_K37764012	-0.131542682	inactive	N	SPE_K37764012	PF-3758309	1.28	inactive
R4A_0002406_001	SPE_K50010139	-0.034067077	inactive	N	SPE_K50010139	Poziotinib (HM781-36B)	35.09	inactive
R4A_0001350_001	SPE_K79239947	-0.073536275	inactive	N	SPE_K79239947	PF-573228	-6.68	inactive
R4A_0004586_001	SPE_K78781788	0.413472822	inactive	N	SPE_K78781788	Barnidipine HCl	21.16	inactive
R4A_0001552_001	SPE_K62050508	-0.017755099	inactive	N	SPE_K62050508	Grapiprant	-1.88	inactive
R4A_0004156_001	SPE_K20545304	-0.03484971	inactive	N	SPE_K20545304	Bardoxolone; RTA 401	-1.94	inactive
R4A_0004978_001	SPE_K52762805	-0.022101574	inactive	N	SPE_K52762805	Epothilone D	1.1	inactive
R4A_0001197_001	SPE_K43471985	-0.13091411	inactive	N	SPE_K43471985	OTX015	16.08	inactive
R4A_0002116_001	SPE_A02743701	0.029781047	inactive	N	SPE_A02743701	cilnidipine	-3.49	inactive
R4A_0000084_001	SPE_K97963946	-0.011948384	inactive	N	SPE_K97963946	Tepotinib	2.15	inactive
R4A_0005314_001	SPE_K93442924	0.089243274	inactive	N	SPE_K93442924	vorapaxar	-3.79	inactive
R4A_0003341_001	SPE_K51143828	-0.052558965	inactive	N	SPE_K51143828	Lurasidone HCl	3.52	inactive
R4A_0002751_001	SPE_K02943813	-0.013725377	inactive	N	SPE_K02943813	Dasabuvir	1.09	inactive
R4A_0005424_001					SPE_K36927236	GLYBURIDE	-16.62	inactive
R4A_0005164_001	SPE_K05181084	0.62566653	active	Y	SPE_K05181084	NGB-2904	24.26	inactive
R4A_0004477_001	SPE_K47976015	0.080856319	inactive	N	SPE_K47976015	Balapiravir	-2.06	inactive
R4A_0004705_001	SPE_A15297126	-0.080831362	inactive	N	SPE_A15297126	FLUOCINONIDE	-3.35	inactive
R4A_0000391_001	SPE_A66869276	-0.046468229	inactive	N	SPE_A66869276	Diflorasone diacetate	-3.46	inactive
R4A_0004705_002	SPE_K68865937	-0.02862437	inactive	N	SPE_K68865937	Fluocinonide (Vanos)	-0.63	inactive
R4A_0003604_001	SPE_A15415227	-0.034920574	inactive	N	SPE_A15415227	GW-1929	-4.52	inactive
R4A_0002011_001	SPE_A50064262	-0.077381657	inactive	N	SPE_A50064262	FLUMETHAZONE PIVALATE	-3.06	inactive
R4A_0000870_001	SPE_K87454346	-0.035977259	inactive	N	SPE_K87454346	NVP-TNKS656	0.39	inactive
R4A_0001009_001	SPE_K85920262	0.294756433	inactive	N	SPE_K85920262	WAY-600	4.24	inactive
R4A_0001732_001	SPE_K72420232	-0.163693309	inactive	N	SPE_K72420232	WZ4002	-1.32	inactive
R4A_0001677_001	SPE_K22514639	0.058896803	inactive	N	SPE_K22514639	Nazartinib	37.9	inactive
R4A_0004107_001	SPE_K38003476	-0.018134887	inactive	N	SPE_K38003476	clocortolone-pivalate	-2.11	inactive
R4A_0005052_001	SPE_K83834509	-0.129775689	inactive	N	SPE_K83834509	PTC-209	-11.9	inactive
R4A_0001171_001	SPE_A31575449	0.008470476	inactive	N	SPE_A31575449	CGP-20712A	-1.92	inactive
R4A_0001666_001	SPE_K77008974	-0.123623609	inactive	N	SPE_K77008974	WYE-354	-3.74	inactive
R4A_0003312_001	SPE_K10906636	-0.037494028	inactive	N	SPE_K10906636	Silodosin	-1.36	inactive
R4A_0001854_001	SPE_K56405753	-0.055660413	inactive	N	SPE_K56405753	MK-2461	8.06	inactive
R4A_0005519_001	SPE_K84924479	0.544215284	active	Y	SPE_K84924479	Rec-15/2615	22.59	inactive
R4A_0000081_001					SPE_K63343048	ORLISTAT	-8.59	inactive
R4A_0002016_001					SPE_K96684644	"3,12-Bis(3-bromopropanoyl)-3,12-diaza-6,9-diazoniadispiro[5.2.5.2]hexadecane dichloride dichloride"	9.73	inactive
R4A_0003642_001	SPE_K21191422	0.047498635	inactive	N	SPE_K21191422	Selexipag	0.15	inactive
R4A_0004483_001	SPE_K08864679	-0.062254571	inactive	N	SPE_K08864679	fexaramine	-5.62	inactive
R4A_0003927_001	SPE_K45909031	-0.062346022	inactive	N	SPE_K45909031	WZ4003	-5.58	inactive
R4A_0003645_001	SPE_K57136142	-0.165141943	inactive	N	SPE_K57136142	CCT129202	-3.31	inactive
R4A_0004884_001	SPE_K69650333	0.095786814	inactive	N	SPE_K69650333	Idarubicin HCl	-10.64	inactive
R4A_0004777_001	SPE_K04972057	0.068781293	inactive	N	SPE_K04972057	I-BRD9	-2.06	inactive
R4A_0005502_001	SPE_K50653584	-0.134764868	inactive	N	SPE_K50653584	EG00229	3.71	inactive
R4A_0004028_001					SPE_K06900071	Tebipenem pivoxil (L-084)	-1.5	inactive
R4A_0000597_001	SPE_K89517477	-0.00459368	inactive	N	SPE_K89517477	TC-S-7004	-7.54	inactive
R4A_0002382_001	SPE_A96456596	-0.06386258	inactive	N	SPE_A96456596	FPL-55712	-5.36	inactive
R4A_0004379_001					SPE_K34441861	Moexipril Hydrochloride	0.49	inactive
R4A_0001647_001	SPE_K37385792	0.01323614	inactive	N	SPE_K37385792	Conivaptan HCl (Vaprisol)	15.44	inactive
R4A_0005202_001	SPE_K23228615	-0.059478069	inactive	N	SPE_K23228615	"Apitolisib (GDC-0980, RG7422)"	4.81	inactive
R4A_0004853_001	SPE_K68938568	0.181211604	inactive	N	SPE_K68938568	GDC-0152	-3.7	inactive
R4A_0004792_001	SPE_K92988025	-0.058738648	inactive	N	SPE_K92988025	1-Bromoperfluorooctane	-4.5	inactive
R4A_0004560_001	SPE_K48443249	-0.040344181	inactive	N	SPE_K48443249	CNX-774	0.98	inactive
R4A_0005178_001	SPE_K17513304	-0.062983924	inactive	N	SPE_K17513304	Firategrast	-0.72	inactive
R4A_0003217_001					SPE_K12614344	CGS 21680 HCl	-4.5	inactive
R4A_0003105_001	SPE_A66521565	-0.061582723	inactive	N	SPE_A66521565	TC-E-5006	4.63	inactive
R4A_0000847_001	SPE_K42805893	-0.010270111	inactive	N	SPE_K42805893	Osimertinib	38.08	inactive
R4A_0004908_001	SPE_K49554218	-0.046081085	inactive	N	SPE_K49554218	Carebastine	-7.29	inactive
R4A_0000324_001	SPE_K45245728	-0.116009857	inactive	N	SPE_K45245728	Tauroursodeoxy cholic acid dihydrate	3.34	inactive
R4A_0004800_001					SPE_K93725829	VX-11e	37.38	inactive
R4A_0000413_001	SPE_K32322923	0.122962539	inactive	N	SPE_K32322923	LPA2 antagonist 1	-1.09	inactive
R4A_0001165_001	SPE_K45168550	-0.096191712	inactive	N	SPE_K45168550	SB-756050	-6.24	inactive
R4A_0000356_001	SPE_K54256913	-0.030818111	inactive	N	SPE_K54256913	MK-1775	32.41	inactive
R4A_0002566_001	SPE_K15262564	-0.037530432	inactive	N	SPE_K15262564	Mupirocin	1.19	inactive
R4A_0004231_001	SPE_K08248804	0.367553495	inactive	N	SPE_K08248804	LCL161	5.58	inactive
R4A_0001682_001	SPE_K76725781	0.033034304	inactive	N	SPE_K76725781	ONO-8130	-7.13	inactive
R4A_0000166_001	SPE_K50699835	0.58023617	active	Y	SPE_K50699835	ELN-441958	49.75	inactive
R4A_0002371_001					SPE_K93480852	KN-93	13.57	inactive
R4A_0004748_001	SPE_K96159438	-0.101776318	inactive	N	SPE_K96159438	"Adefovir Dipivoxil (Preveon, Hepsera)"	-1.22	inactive
R4A_0001617_001	SPE_K09877029	-0.038562132	inactive	N	SPE_K09877029	PND-1186	10.62	inactive
R4A_0003099_001	SPE_K51544265	0.010961619	inactive	N	SPE_K51544265	cabozantinib	0.07	inactive
R4A_0002675_001	SPE_K50378376	0.058546539	inactive	N	SPE_K50378376	SR-3576	-5.83	inactive
R4A_0002981_001	SPE_K09443272	-0.017588552	inactive	N	SPE_K09443272	PHA-680632	3.48	inactive
R4A_0000118_001	SPE_K21586122	-0.054719466	inactive	N	SPE_K21586122	Fimasartan	0.5	inactive
R4A_0003864_001	SPE_A73368467	-0.086009889	inactive	N	SPE_A73368467	FEXOFENADINE HYDROCHLORIDE	-2.75	inactive
R4A_0003365_001	SPE_K67901620	0.010797938	inactive	N	SPE_K67901620	Avasimibe (CI-1011)	-7	inactive
R4A_0002238_001	SPE_K46648676	0.068109208	inactive	N	SPE_K46648676	gallium-triquinolin-8-olate	5.3	inactive
R4A_0004146_001					SPE_K42497885	Satraplatin	-1.8	inactive
R4A_0002213_001	SPE_K33864865	0.008158259	inactive	N	SPE_K33864865	LY225910	-2.01	inactive
R4A_0003230_001	SPE_K75114721	0.047140465	inactive	N	SPE_K75114721	"disodium 7,7'-(carbonyldiimino)bis(4-hydroxy-2-naphthalenesulfonate)"	-7.47	inactive
R4A_0004116_001	SPE_K35367061	-0.080076253	inactive	N	SPE_K35367061	LY223982	-4.54	inactive
R4A_0001654_001	SPE_A36010170	-0.004011776	inactive	N	SPE_A36010170	AMCINONIDE	-2.65	inactive
R4A_0001819_001	SPE_A24560335	-0.072237585	inactive	N	SPE_A24560335	Inolitazone (dihydrochloride)	-0.04	inactive
R4A_0003294_001	SPE_K96263742	-0.128082373	inactive	N	SPE_K96263742	GW-7647	-4.42	inactive
R4A_0005159_001	SPE_K33240821	-0.009326107	inactive	N	SPE_K33240821	Plerixafor	-2.03	inactive
R4A_0005478_001	SPE_A66116161	0.338895874	inactive	N	SPE_A66116161	AM-1241	36.37	inactive
R4A_0005325_001	SPE_K79259477	0.868081256	active	Y	SPE_K79259477	NVP-BHG712	-4.6	inactive
R4A_0000835_001	SPE_K46290096	-0.054589197	inactive	N	SPE_K46290096	Preladenant	0.68	inactive
R4A_0001752_001	SPE_K21728777	-0.114755769	inactive	N	SPE_K21728777	AMG 900	24.61	inactive
R4A_0002329_001	SPE_A03506276	0.203661447	inactive	N	SPE_A03506276	XL888	-8.13	inactive
R4A_0003686_001	SPE_K26667523	0.033196799	inactive	N	SPE_K26667523	TAK-733	3.44	inactive
R4A_0001870_001	SPE_K63533170	-0.025073464	inactive	N	SPE_K63533170	"AM-630, Iodopravadoline"	-2.66	inactive
R4A_0001071_001					SPE_A32796301	4-galactosyllactose	3.95	inactive
R4A_0000441_001					SPE_K29673530	Hypericin	-11.69	inactive
R4A_0000543_001					SPE_A66861218	"BETAMETHASONE 17,21-DIPROPIONATE"	-3.71	inactive
R4A_0001785_001	SPE_K86301799	-0.097485467	inactive	N	SPE_K86301799	DIPYRIDAMOLE	-1.93	inactive
R4A_0004708_001	SPE_K01683783	-0.065140541	inactive	N	SPE_K01683783	TAK-901	5.5	inactive
