R4A_Id	CompoundID	PLD_Effect(%)_A549-ACE2	Label_A549-ACE2	HIT_Phospholipidosis  Y/N	CompoundID_dupl	NAME	PLD_Effect(%)_VERO-E6	Label_VERO-E6
R4A_0002035_001	SPE_K98763141	-0.034075247	inactive	N	SPE_K98763141	NIFLUMIC ACID	-3.76	inactive
R4A_0004911_001	SPE_K27938825	-0.09859931	inactive	N	SPE_K27938825	DMXAA (Vadimezan)	-3.38	inactive
R4A_0000468_001	SPE_K19515365	0.050357952	inactive	N	SPE_K19515365	bendazac	0	inactive
R4A_0000369_001	SPE_K27678847	-0.022097549	inactive	N	SPE_K27678847	ARTEMISININ	-7.24	inactive
R4A_0004926_001	SPE_K80608265	-0.101577379	inactive	N	SPE_K80608265	erteberel	-1.91	inactive
R4A_0003015_001	SPE_K44777625	-0.105390481	inactive	N	SPE_K44777625	FH1(BRD-K4477)	-4.6	inactive
R4A_0004855_001	SPE_K75349868	-0.070871928	inactive	N	SPE_K75349868	remodelin	-2.43	inactive
R4A_0005243_001	SPE_A62133859	-0.053579766	inactive	N	SPE_A62133859	NLG919	-1.09	inactive
R4A_0002734_001	SPE_K40255344	0.008452023	inactive	N	SPE_K40255344	Tyrphostin 9 (SF 6847)	0.84	inactive
R4A_0004907_001	SPE_A06771424	0.0441022	inactive	N	SPE_A06771424	anisotropine methylbromide	-4.25	inactive
R4A_0004255_001					SPE_A33479817	terodiline	49.74	inactive
R4A_0005138_001	SPE_K69632891	-0.051435898	inactive	N	SPE_K69632891	"2,2,2-Tribromoethanol"	-4.8	inactive
R4A_0005287_001	SPE_K17979676	-0.113741521	inactive	N	SPE_K17979676	EPROBEMIDE	-4.05	inactive
R4A_0002952_001					SPE_K92976206	Guanosine	-4.89	inactive
R4A_0005382_001	SPE_K60241851	-0.059631188	inactive	N	SPE_K60241851	isodibut	-9.41	inactive
R4A_0004426_001	SPE_K69247067	-0.038782988	inactive	N	SPE_K69247067	Afloqualone	-2.2	inactive
R4A_0004044_001	SPE_K49788188	-0.108839792	inactive	N	SPE_K49788188	heclin	-2.21	inactive
R4A_0000516_001	SPE_K80194255	-0.037915006	inactive	N	SPE_K80194255	BW-A4C	-9.75	inactive
R4A_0004314_001	SPE_K56334280	-0.167036794	inactive	N	SPE_K56334280	Amonafide	19.78	inactive
R4A_0003533_001	SPE_A78134170	0.005514351	inactive	N	SPE_A78134170	cadralazine	0.64	inactive
R4A_0001763_001	SPE_K21670884	-0.098102258	inactive	N	SPE_K21670884	Cariporide	-2.54	inactive
R4A_0000213_001	SPE_K43363084	0.09884003	inactive	N	SPE_K43363084	Atglistatin	-8.09	inactive
R4A_0002173_001	SPE_K58486055	0.015744455	inactive	N	SPE_K58486055	Reparixin	-1.78	inactive
R4A_0003209_001	SPE_K30634073	-0.083256818	inactive	N	SPE_K30634073	Levallorphan tartrate	0.64	inactive
R4A_0002790_001	SPE_K80315159	0.355893218	inactive	N	SPE_K80315159	DPPE	30.22	inactive
R4A_0001591_001	SPE_K27536248	0.052975128	inactive	N	SPE_K27536248	TCID	-8.99	inactive
R4A_0004323_001					SPE_K17874929	bromebric-acid	7.96	inactive
R4A_0000909_001	SPE_K27335680	-0.08500558	inactive	N	SPE_K27335680	Rheic Acid	-2.48	inactive
R4A_0003678_001	SPE_K61043483	0.019715979	inactive	N	SPE_K61043483	AZD9272	-1.87	inactive
R4A_0002998_001	SPE_K28442028	-0.079656462	inactive	N	SPE_K28442028	R-1479	0.35	inactive
R4A_0002998_002	SPE_K57284066	-0.019526655	inactive	N	SPE_K57284066	RO-9187	-1.12	inactive
R4A_0003110_001	SPE_K94830329	-0.052588434	inactive	N	SPE_K94830329	PTC124 (Ataluren)	-2.4	inactive
R4A_0000939_001	SPE_K67772619	-0.120807516	inactive	N	SPE_K67772619	Rheochrysidin (Physcione)	-10.61	inactive
R4A_0004793_001	SPE_K73303757	-0.156331631	inactive	N	SPE_K73303757	Biochanin A (4-Methylgenistein)	-5.25	inactive
R4A_0000865_001	SPE_K78303961	-0.089989841	inactive	N	SPE_K78303961	glycitein	3.49	inactive
R4A_0002840_001	SPE_A53244165	-0.030118256	inactive	N	SPE_A53244165	Golgicide A	-14.42	inactive
R4A_0004098_001	SPE_K96188950	-0.050643204	inactive	N	SPE_K96188950	caffeic-acid-phenethyl-ester	-9.88	inactive
R4A_0001363_001					SPE_A49622760	Faropenem sodium hemipentahydrate	-1.64	inactive
R4A_0001096_001	SPE_K33308633	-0.160186875	inactive	N	SPE_K33308633	INCA-6	-1.69	inactive
R4A_0002208_001	SPE_A86871940	0.001311667	inactive	N	SPE_A86871940	Nicaraven	-5.4	inactive
R4A_0002918_001	SPE_A62071884	-0.010553199	inactive	N	SPE_A62071884	siguazodan	-1.8	inactive
R4A_0001357_001	SPE_K06426971	-0.036904822	inactive	N	SPE_K06426971	ryuvidine	-4.12	inactive
R4A_0004925_001	SPE_K36636143	0.027250925	inactive	N	SPE_K36636143	Nolatrexed Dihydrochloride	3.27	inactive
R4A_0000339_001					SPE_K11421397	ARTENIMOL	5.66	inactive
R4A_0002777_001	SPE_K93767137	-0.137996188	inactive	N	SPE_K93767137	Oseltamivir (acid)	-2.44	inactive
R4A_0000305_001	SPE_A79672927	0.006117421	inactive	N	SPE_A79672927	TROPICAMIDE	-0.35	inactive
R4A_0000092_001	SPE_K98765504	-0.010380382	inactive	N	SPE_K98765504	taurolidine	-1.83	inactive
R4A_0003600_001	SPE_A70514680	-0.001681034	inactive	N	SPE_A70514680	Articaine HCl	4.34	inactive
R4A_0000013_001	SPE_K81572616	0.074779673	inactive	N	SPE_K81572616	CK-636	2.62	inactive
R4A_0003679_001	SPE_K16406336	-0.079966656	inactive	N	SPE_K16406336	METHYLENE BLUE	5.81	inactive
R4A_0005376_001	SPE_K06980535	0.843362719	active	Y	SPE_K06980535	PROMAZINE HYDROCHLORIDE	37.67	inactive
R4A_0005194_001					SPE_K39707084	lynestrenol	-6.81	inactive
R4A_0003769_001	SPE_K47079459	-0.077398313	inactive	N	SPE_K47079459	CETRIMONIUM BROMIDE	3.37	inactive
R4A_0004977_001	SPE_K32021043	0.05814107	inactive	N	SPE_K32021043	SULFACHLORPYRIDAZINE	-2.24	inactive
R4A_0005445_001					SPE_A68464583	Mazindol	4.81	inactive
R4A_0000009_001	SPE_K16508793	-0.055521354	inactive	N	SPE_K16508793	diazepam	-2.23	inactive
R4A_0004056_001	SPE_K63915849	-0.119517064	inactive	N	SPE_K63915849	AS-604850	21.67	inactive
R4A_0005393_001	SPE_A23155040	-0.015120261	inactive	N	SPE_A23155040	NS-3861	6.82	inactive
R4A_0001317_001	SPE_K66788707	0.007989515	inactive	N	SPE_K66788707	fludarabine	-3.23	inactive
R4A_0000994_001	SPE_K47441935	-0.032640554	inactive	N	SPE_K47441935	NK-252	-4.85	inactive
R4A_0000070_001	SPE_K92435527	0.557177577	active	Y	SPE_K92435527	PF-04885614	42.83	inactive
R4A_0004058_001					SPE_A71407503	Nifuratel	0.39	inactive
R4A_0001438_001	SPE_K88789588	0.019244209	inactive	N	SPE_K88789588	Letrozole	-0.05	inactive
R4A_0002722_001	SPE_K59522102	0.026996511	inactive	N	SPE_K59522102	PIPERINE	5.03	inactive
R4A_0000676_001	SPE_K95237249	0.00643039	inactive	N	SPE_K95237249	PROBENECID	-3.55	inactive
R4A_0002873_001	SPE_A09911125	-0.068820452	inactive	N	SPE_A09911125	prolylleucylglycinamide	-9.44	inactive
R4A_0002773_001	SPE_K15256258	-0.070391475	inactive	N	SPE_K15256258	TC-E-5002	-4.53	inactive
R4A_0002970_001	SPE_K25524093	-0.163054573	inactive	N	SPE_K25524093	PSN-375963	-10.2	inactive
R4A_0005131_001	SPE_K97564742	-0.083293668	inactive	N	SPE_K97564742	PYRILAMINE MALEATE	5.57	inactive
R4A_0004181_001	SPE_K84507776	-0.004381976	inactive	N	SPE_K84507776	PNU-89843	-3.77	inactive
R4A_0003608_001					SPE_K27460187	Leucomethylene blue (Mesylate)	-0.16	inactive
R4A_0002667_001	SPE_K49049886	0.073870873	inactive	N	SPE_K49049886	CGS-15943	2.92	inactive
R4A_0003036_001	SPE_K34303607	-0.091765982	inactive	N	SPE_K34303607	CKI-7	0.33	inactive
R4A_0001701_001	SPE_K05236810	0.191842017	inactive	N	SPE_K05236810	Luteolin	-5.81	inactive
R4A_0001781_001	SPE_K12807006	-0.111054029	inactive	N	SPE_K12807006	kaempferol	-2.54	inactive
R4A_0004919_001	SPE_K31836715	0.047814839	inactive	N	SPE_K31836715	Fisetin (Fustel)	-3.47	inactive
R4A_0002799_001	SPE_K64614248	-0.117772245	inactive	N	SPE_K64614248	SALICIN	-0.4	inactive
R4A_0003374_001					SPE_K81613478	Gastrodin (Gastrodine)	-6.61	inactive
R4A_0001466_001	SPE_K00739965	-0.057054463	inactive	N	SPE_K00739965	Guacetisal	1.91	inactive
R4A_0000423_001					SPE_K42019693		-0.03	inactive
R4A_0002068_001	SPE_K60298136	-0.092434172	inactive	N	SPE_K60298136	ITE	-2.95	inactive
R4A_0002506_001					SPE_A95032015	ABACAVIR SULFATE	-2.62	inactive
R4A_0002577_001	SPE_A50016482	0.018936588	inactive	N	SPE_A50016482	CI-923	-0.92	inactive
R4A_0001250_001	SPE_K88405679	-0.073821758	inactive	N	SPE_K88405679	THONZYLAMINE HYDROCHLORIDE	-9.04	inactive
R4A_0003080_001	SPE_K66874953	0.046935289	inactive	N	SPE_K66874953	pifithrin-alpha	-0.53	inactive
R4A_0001580_001	SPE_K18316707	-0.063003927	inactive	N	SPE_K18316707	O-1918	-4.61	inactive
R4A_0001010_001	SPE_K22429181	-0.029723461	inactive	N	SPE_K22429181	RETINOL	-1.23	inactive
R4A_0005108_001	SPE_K79884267	-0.082103698	inactive	N	SPE_K79884267	all trans Retinal	13.1	inactive
R4A_0003953_001	SPE_K15891719	-0.134557207	inactive	N	SPE_K15891719	TENOFOVIR	-4.42	inactive
R4A_0004350_001					SPE_K59037100	2-HYDROXY-4-METHOXY-BENZOPHENONE	-3.04	inactive
R4A_0000161_001					SPE_A00100033	nifurtimox	-9.12	inactive
R4A_0000027_001	SPE_K79905821	-0.059945121	inactive	N	SPE_K79905821	gabazine	-1.58	inactive
R4A_0000028_001	SPE_K94723713	-0.08666993	inactive	N	SPE_K94723713	Rutaecarpine (Rutecarpine)	-5.8	inactive
R4A_0002276_001	SPE_K80480517	0.003197516	inactive	N	SPE_K80480517	RepSox	-5.09	inactive
R4A_0004954_001	SPE_A22081593	-0.041977641	inactive	N	SPE_A22081593	sulmazole	-8.57	inactive
R4A_0004054_001	SPE_K89306950	0.018304805	inactive	N	SPE_K89306950	ML130	-3.34	inactive
R4A_0002865_001	SPE_A74667430	-0.011591725	inactive	N	SPE_A74667430	ETODOLAC	2.2	inactive
R4A_0001681_001					SPE_K14003026	RITODRINE HYDROCHLORIDE	-3.41	inactive
R4A_0000176_001	SPE_K49481516	0.026535819	inactive	N	SPE_K49481516	GALANTAMINE	-3.23	inactive
R4A_0004285_001	SPE_K54314721	-0.044648584	inactive	N	SPE_K54314721	ZOLMITRIPTAN	5.78	inactive
R4A_0000135_001	SPE_K11548689	0.02427734	inactive	N	SPE_K11548689	"N,N-Bis(2-hydroxyethyl)dodecanamide"	-3.72	inactive
R4A_0003875_001	SPE_K61536336	-0.074801829	inactive	N	SPE_K61536336	SB-366791	-3.37	inactive
R4A_0001208_001	SPE_K45435259	-0.052133213	inactive	N	SPE_K45435259	SCH-23390	1.73	inactive
R4A_0002226_001	SPE_K50813454	-0.025792919	inactive	N	SPE_K50813454	amflutizole	-1.44	inactive
R4A_0000337_001	SPE_K19558579	-0.035842994	inactive	N	SPE_K19558579	UK-5099	-1.05	inactive
R4A_0001378_001	SPE_K33588785	-0.114918025	inactive	N	SPE_K33588785	obidoxime	-1.91	inactive
R4A_0003682_001	SPE_K37682401	-0.037074196	inactive	N	SPE_K37682401	PIROMIDIC ACID	7.42	inactive
R4A_0002447_001	SPE_K48053228	-0.136078493	inactive	N	SPE_K48053228	PHA-568487 fumarate	4.79	inactive
R4A_0003388_001	SPE_K96206066	-0.071337005	inactive	N	SPE_K96206066	difenpiramide	-3.31	inactive
R4A_0003636_001	SPE_A47884604	-0.121809639	inactive	N	SPE_A47884604	cyanopindolol	-4.94	inactive
R4A_0003347_001					SPE_A18620900	ESTRIOL	-1.55	inactive
R4A_0002683_001	SPE_A55393291	-0.146549794	inactive	N	SPE_A55393291	TESTOSTERONE	2.46	inactive
R4A_0000984_001					SPE_K85833139	PRASTERONE	13.71	inactive
R4A_0004834_001	SPE_A31800922	0.004717639	inactive	N	SPE_A31800922	PROCYCLIDINE HYDROCHLORIDE	20.34	inactive
R4A_0001684_001	SPE_K47539947	0.026339252	inactive	N	SPE_K47539947	Tetradecylthioacetic acid	0.32	inactive
R4A_0002167_001	SPE_A49358627	-0.139339373	inactive	N	SPE_A49358627	Ciprofibrate	-0.88	inactive
R4A_0004225_001	SPE_K40366680	-0.047923866	inactive	N	SPE_K40366680	CAY10505	-6.32	inactive
R4A_0003117_001	SPE_K64755930	0.001365493	inactive	N	SPE_K64755930	etazolate	-1.97	inactive
R4A_0000529_001	SPE_A90926615	-0.048261376	inactive	N	SPE_A90926615	Adrafinil	-2.43	inactive
R4A_0003760_001					SPE_A78303415	HYOSCYAMINE	-4.79	inactive
R4A_0003760_002					SPE_A93739713	ATROPINE SULFATE	-0.43	inactive
R4A_0003016_001	SPE_K59895502	-0.036504184	inactive	N	SPE_K59895502	"Caramiphen, Parpanil"	2.32	inactive
R4A_0000479_001	SPE_K72259270	-0.044683171	inactive	N	SPE_K72259270	Dyclonine (hydrochloride)	4.72	inactive
R4A_0002301_001	SPE_A01636364	-0.099977034	inactive	N	SPE_A01636364	BUPIVACAINE HYDROCHLORIDE	12.64	inactive
R4A_0004894_001	SPE_K41731458	0.001580814	inactive	N	SPE_K41731458	TRICLOSAN	-5.79	inactive
R4A_0004236_001	SPE_K55847762	-0.133389383	inactive	N	SPE_K55847762	Lobenzarit disodium	-3.54	inactive
R4A_0001884_001	SPE_K12511835	0.118445127	inactive	N	SPE_K12511835	XL413 (hydrochloride)	0.31	inactive
R4A_0000069_001	SPE_A59303141	-0.048051198	inactive	N	SPE_A59303141	QUINETHAZONE	-5.39	inactive
R4A_0003906_001	SPE_A57806482	0.022541144	inactive	N	SPE_A57806482	BRL-26314	-4.97	inactive
R4A_0001581_001					SPE_K83257731	CHLOROPYRAMINE HYDROCHLORIDE	32.54	inactive
R4A_0003762_001	SPE_K90065682	-0.012364848	inactive	N	SPE_K90065682	5-iodo-A-85380	0.83	inactive
R4A_0003254_001	SPE_K58736316	-0.121823536	inactive	N	SPE_K58736316	CIANIDANOL [+-catechin]	-3.72	inactive
R4A_0001599_001	SPE_K07208025	0.022411601	inactive	N	SPE_K07208025	TRIMETHOPRIM	-2.94	inactive
R4A_0000973_001	SPE_K78666826	-0.005443757	inactive	N	SPE_K78666826	procaterol	-0.93	inactive
R4A_0002057_001	SPE_K25359048	0.052870806	inactive	N	SPE_K25359048	WZ 811	2.9	inactive
R4A_0004716_001					SPE_A43999749	HOMATROPINE METHYLBROMIDE	-3.36	inactive
R4A_0000222_001	SPE_K45497762	-0.006263775	inactive	N	SPE_K45497762	succinylcholine-chloride	0.96	inactive
R4A_0003490_001	SPE_A43598550	-0.101188951	inactive	N	SPE_A43598550	3-alpha-Hydroxy-5-beta-androstan-17-one	-10.04	inactive
R4A_0003490_002	SPE_K12329651	-0.116602917	inactive	N	SPE_K12329651	androsterone	0.46	inactive
R4A_0002929_001	SPE_K22525962	-0.080402077	inactive	N	SPE_K22525962	Dihydrotestosterone	-0.1	inactive
R4A_0003490_003					SPE_K42756753	Epiandrosterone (3??-androsterone)	-3.99	inactive
R4A_0004914_001	SPE_K95851186	-0.055795966	inactive	N	SPE_K95851186	CGP-13501	-1.77	inactive
R4A_0001145_001	SPE_A09828896	-0.052474258	inactive	N	SPE_A09828896	SKF-81297	-2.2	inactive
R4A_0004771_001	SPE_A15687940	0.171805138	inactive	N	SPE_A15687940	clofedanol	0.93	inactive
R4A_0001903_001					SPE_K93814253	LINDANE	-3.66	inactive
R4A_0003421_001					SPE_K66664625	4-iodo-L-phenylalanine	-0.07	inactive
R4A_0004973_001	SPE_K26420709	-0.116672597	inactive	N	SPE_K26420709	toyocamycin	8.12	inactive
R4A_0000336_001	SPE_K35589454	-0.105268218	inactive	N	SPE_K35589454	Danegaptide Hydrochloride	0.51	inactive
R4A_0002807_001	SPE_K76617868	0.167909475	inactive	N	SPE_K76617868	FASUDIL HYDROCHLORIDE	0.23	inactive
R4A_0003999_001	SPE_A77291778	-0.002528307	inactive	N	SPE_A77291778	CYCLOPENTOLATE HYDROCHLORIDE	4.26	inactive
R4A_0001768_001	SPE_K31812033	-0.029102991	inactive	N	SPE_K31812033	levobunolol	-3.94	inactive
R4A_0001768_002	SPE_K73323637	-0.093747151	inactive	N	SPE_K73323637	levobunolol-(+)	-7.08	inactive
R4A_0002101_001	SPE_K26573499	-0.018564697	inactive	N	SPE_K26573499	DMAB-anabaseine	9.85	inactive
R4A_0000788_001	SPE_K68132782	0.115484423	inactive	N	SPE_K68132782	TERBINAFINE HYDROCHLORIDE	6.44	inactive
R4A_0005511_001	SPE_K81326768	-0.040900054	inactive	N	SPE_K81326768	ZOMEPIRAC SODIUM	-3.4	inactive
R4A_0003062_001	SPE_A29426959	-0.07345663	inactive	N	SPE_A29426959	CARBINOXAMINE MALEATE	2.78	inactive
R4A_0003158_001	SPE_K09001147	0.041256843	inactive	N	SPE_K09001147	T-62	-6.93	inactive
R4A_0002521_001	SPE_K11153516	-0.149718094	inactive	N	SPE_K11153516	Iniparib (BSI-201)	3.98	inactive
R4A_0005078_001	SPE_K68264559	-0.018861713	inactive	N	SPE_K68264559	brimonidine	0.37	inactive
R4A_0005209_001	SPE_K82027074	-0.112486443	inactive	N	SPE_K82027074	2-hydroxyflutamide	-5.53	inactive
R4A_0002067_001	SPE_K82603084	-0.073915863	inactive	N	SPE_K82603084	ETHYLENEDIAMINE TETRACETIC ACID	-11.45	inactive
R4A_0003281_001	SPE_K36461289	-0.159160266	inactive	N	SPE_K36461289	Picrotoxinin	-3.71	inactive
R4A_0002479_001	SPE_A75817871	-0.022947662	inactive	N	SPE_A75817871	blebbistatin-(+/-)	-2.01	inactive
R4A_0002479_002	SPE_K61295575	0.019406875	inactive	N	SPE_K61295575	(-)-Blebbistatin	-2.25	inactive
R4A_0003515_001	SPE_K36395411	-0.009253081	inactive	N	SPE_K36395411	SB-206553	-2.4	inactive
R4A_0003405_001	SPE_K25143390	-0.014666245	inactive	N	SPE_K25143390	MSX-122	0.01	inactive
R4A_0002395_001	SPE_A78377521	-0.09780309	inactive	N	SPE_A78377521	monastrol	-1.92	inactive
R4A_0002262_001	SPE_K00317371	-0.045902624	inactive	N	SPE_K00317371	RITA (NSC 652287)	-3.85	inactive
R4A_0004812_001	SPE_K67013324	-0.012823334	inactive	N	SPE_K67013324	luzindole	0.24	inactive
R4A_0003586_001	SPE_A37942872	-0.107133138	inactive	N	SPE_A37942872	eucatropine	-10.28	inactive
R4A_0002904_001					SPE_A78588743	EDITOL	7.78	inactive
R4A_0002694_001	SPE_A54141700	0.022243886	inactive	N	SPE_A54141700	dimetindene	10.34	inactive
R4A_0002694_002	SPE_K83192048	0.11325179	inactive	N	SPE_K83192048	dimethindene-(S)-(+)	12.02	inactive
R4A_0003519_001	SPE_K63874012	-0.017948815	inactive	N	SPE_K63874012	thioperamide	1.61	inactive
R4A_0004950_001	SPE_K65786282	0.02892343	inactive	N	SPE_K65786282	CGP-7930	-4.24	inactive
R4A_0003785_001	SPE_K68633617	-0.11675593	inactive	N	SPE_K68633617	ACDPP	-1.56	inactive
R4A_0003179_001	SPE_A61676498	-0.056560993	inactive	N	SPE_A61676498	CLIMBAZOLE	-4.32	inactive
R4A_0005074_001	SPE_A04971881	0.11026675	inactive	N	SPE_A04971881	cloranolol	36.08	inactive
R4A_0003611_001	SPE_K72078047	-0.039604963	inactive	N	SPE_K72078047	MUT056399	-1.4	inactive
R4A_0003025_001	SPE_K25394294	-0.130985149	inactive	N	SPE_K25394294	OXAPROZIN	-0.9	inactive
R4A_0002606_001					SPE_A40302156		1.13	inactive
R4A_0002312_001	SPE_K24240364	-0.062917809	inactive	N	SPE_K24240364	GYKI-52466	-5.77	inactive
R4A_0002733_001					SPE_K05434375	HA-1004?HCl	-3.17	inactive
R4A_0001027_001	SPE_K37714784	-0.111780813	inactive	N	SPE_K37714784	ABT-724	-2.24	inactive
R4A_0005102_001	SPE_K52172416	-0.117099761	inactive	N	SPE_K52172416	ANASTROZOLE	-9.99	inactive
R4A_0002457_001	SPE_A42167015	0.028121093	inactive	N	SPE_A42167015	Carteolol hydrochloride	-0.45	inactive
R4A_0003724_001					SPE_K05907307	NONIVAMIDE	4.32	inactive
R4A_0000806_001	SPE_K46523383	0.05347829	inactive	N	SPE_K46523383	PRAMOXINE HYDROCHLORIDE	2.18	inactive
R4A_0003632_001					SPE_K33335792	AMITRAZ	1.63	inactive
R4A_0002965_001	SPE_K88090157	0.726754044	active	Y	SPE_K88090157	PIMETHIXENE MALEATE	44.85	inactive
R4A_0001223_001					SPE_K84544951	SODIUM TETRADECYL SULFATE	-1.42	inactive
R4A_0003504_001	SPE_K18324993	0.056330627	inactive	N	SPE_K18324993	Budipine	4.66	inactive
R4A_0001444_001	SPE_K78061844	0.426294071	inactive	N	SPE_K78061844	4-PPBP	0.01	inactive
R4A_0001767_001	SPE_K13829090	-0.114623967	inactive	N	SPE_K13829090	IEM1460	0.34	inactive
R4A_0000215_001	SPE_K21415491	-0.104291547	inactive	N	SPE_K21415491	ALS-8112	-0.65	inactive
R4A_0002099_001	SPE_K26901728	-0.024474243	inactive	N	SPE_K26901728	Lumiracoxib (COX-189)	-3.27	inactive
R4A_0001561_001	SPE_K78841970	-0.071541768	inactive	N	SPE_K78841970	ASPARTAME	-3.16	inactive
R4A_0001016_001					SPE_A59709458	PHCCC	-1.82	inactive
R4A_0004126_001	SPE_K47105409	-0.075305691	inactive	N	SPE_K47105409	AG-490	-0.81	inactive
R4A_0004868_001	SPE_K49841478	-0.048383699	inactive	N	SPE_K49841478	"1-Ethyl-4-oxo-7-(4-pyridyl)-1,4-dihydroquinoline-3-carboxylic Acid"	-2.9	inactive
R4A_0001284_001	SPE_K38687824	-0.091563712	inactive	N	SPE_K38687824	3-({6-[(3-hydroxyphenyl)amino]pyridazin-3-yl}amino)phenol	-10.81	inactive
R4A_0002776_001	SPE_K83649660	-0.089593619	inactive	N	SPE_K83649660	VU0360172	1.13	inactive
R4A_0001544_001	SPE_K00141480	-0.095677436	inactive	N	SPE_K00141480	Tanshinone IIA (Tanshinone B)	-0.72	inactive
R4A_0005231_001	SPE_A68589262	-0.180354612	inactive	N	SPE_A68589262	Troxipide	-4.69	inactive
R4A_0004532_001	SPE_K49921286	-0.079848313	inactive	N	SPE_K49921286	LMK-235	-7.42	inactive
R4A_0001966_001	SPE_K46742498	0.068309634	inactive	N	SPE_K46742498	Alosetron?HCl	0.22	inactive
R4A_0000925_001	SPE_A19736161	0.006372519	inactive	N	SPE_A19736161	ONDANSETRON HYDROCHLORIDE	-1.72	inactive
R4A_0001708_001	SPE_K86727142	-0.113995967	inactive	N	SPE_K86727142	embelin	-1.73	inactive
R4A_0002064_001	SPE_K79116891	-0.151645756	inactive	N	SPE_K79116891	Proparacaine HCl	9	inactive
R4A_0002143_001	SPE_A54537387	0.116057711	inactive	N	SPE_A54537387	CINCHONIDINE	2.46	inactive
R4A_0002143_002	SPE_K14693417	-0.021036023	inactive	N	SPE_K14693417	CINCHONINE	0.13	inactive
R4A_0004836_001	SPE_K40227168	-0.082896569	inactive	N	SPE_K40227168	(-)-Eburnamonine	-3.26	inactive
R4A_0003589_001	SPE_A96466199	-0.089019373	inactive	N	SPE_A96466199	nuclomedone	-5.73	inactive
R4A_0000243_001	SPE_A54139254	0.081647157	inactive	N	SPE_A54139254	4-CMTB	-2.18	inactive
R4A_0000684_001					SPE_K08252256	DICLOFENAC SODIUM	-2.2	inactive
R4A_0003910_001					SPE_K50398167	MECLOFENAMATE SODIUM	-2.49	inactive
R4A_0003315_001	SPE_K01054709	-0.05464263	inactive	N	SPE_K01054709	TH588	-0.91	inactive
R4A_0001379_001	SPE_K00926464	9.59156E-05	inactive	N	SPE_K00926464	L-Tyrosylglycylglycine	-2.1	inactive
R4A_0003120_001	SPE_K77987382	0.025329053	inactive	N	SPE_K77987382	MEBENDAZOLE	2.13	inactive
R4A_0000927_001	SPE_A73891132	-0.015516752	inactive	N	SPE_A73891132	OXF-BD-02	-0.42	inactive
R4A_0004395_001	SPE_K11853856	-0.004591948	inactive	N	SPE_K11853856	PJ34 (hydrochloride)	0.11	inactive
R4A_0003718_001					SPE_K10177585	PSB-11	-9.88	inactive
R4A_0005304_001	SPE_K09126848	-0.117665638	inactive	N	SPE_K09126848	Nepicastat (hydrochloride)	4.75	inactive
R4A_0003438_001	SPE_A64227845	-0.04086862	inactive	N	SPE_A64227845	SKF-77434	-1.01	inactive
R4A_0004773_001	SPE_K25570267	-0.254690241	inactive	N	SPE_K25570267	ezutromid	-9.5	inactive
R4A_0002175_001	SPE_K50938287	-0.001409494	inactive	N	SPE_K50938287	SUMATRIPTAN	-1.88	inactive
R4A_0000219_001	SPE_A62057054	0.030093978	inactive	N	SPE_A62057054	MDL-11939	-0.41	inactive
R4A_0003814_001	SPE_K17565903	-0.082810943	inactive	N	SPE_K17565903	PRIDINOL METHANESULFONATE	3.27	inactive
R4A_0005466_001	SPE_A19195498	0.901467334	active	Y	SPE_A19195498	TRIMIPRAMINE MALEATE	34.56	inactive
R4A_0005259_001	SPE_K31168993	0.058586021	inactive	N	SPE_K31168993	McN-5652-(+/-)	14.06	inactive
R4A_0003272_001	SPE_K54759182	0.955423649	active	Y	SPE_K54759182	dosulepin	43.67	inactive
R4A_0000952_001	SPE_K75958195	0.865864294	active	Y	SPE_K75958195	PIZOTYLINE MALATE	42.56	inactive
R4A_0000624_001					SPE_K76139886	compound-58112	-1.81	inactive
R4A_0001807_001	SPE_K88682005	-0.004829133	inactive	N	SPE_K88682005	CHLOROTHIAZIDE	-0.42	inactive
R4A_0000596_001					SPE_K54093161		-10.31	inactive
R4A_0002860_001	SPE_K21673112	0.179367012	inactive	N	SPE_K21673112	BF2.649	27.92	inactive
R4A_0004538_001					SPE_A64485570	TRIFLURIDINE	0.71	inactive
R4A_0002872_001					SPE_K99984802	FLUNIXIN MEGLUMINE	-6.08	inactive
R4A_0003501_001	SPE_K61237927	-0.011681195	inactive	N	SPE_K61237927	Eslicarbazepine (acetate)	-0.57	inactive
